year,sum_mln,organisation_name,organisation_type_name,organisation_type_code,region_code,region_name,gov_support_type
2015,1.96,"Некоммерческая организация ""Фонд содействия развитию передовых медицинских технологий имени Святослава Федорова""",Некоммерческий фонд,6,77,Москва,grants
2016,1.951,"Некоммерческое партнерство ""Ассоциация выпускников Воронежского государственного университета""",Некоммерческое партнерство,5,36,Воронежская область,grants
2015,1.938,"Некоммерческая организация Благотворительный фонд ""Цвет жизни""",Некоммерческий фонд,6,77,Москва,grants
2014,0.430326,"Автономная некоммерческая организация Центр науки, аналитики, образовательных и социальных технологий ""Научный ресурс""",Автономная некоммерческая организация,4,13,Республика Мордовия,grants
2016,1.5,"Автономная некоммерческая организация Центр науки, аналитики, образовательных и социальных технологий ""Научный ресурс""",Автономная некоммерческая организация,4,13,Республика Мордовия,grants
2016,1.8,"Региональная общественная организация ""Семейный клуб родительского опыта ""РОЖДЕСТВО""",Общественная организация,1,77,Москва,grants
2014,0.55,"Кировская областная общественная молодежная поисковая организация ""Долг""",Общественная организация,1,43,Кировская область,grants
2016,1.922485,Местная религиозная организация православный Приход Свято-Троицкого кафедрального собора г. Энгельса Саратовской области Покровской Епархии Русской Православной Церкви (Московский Патриархат),Религиозная организация,3,64,Саратовская область,grants
2016,1.910379,"Санкт-Петербургская общественная организация ""Защиты прав потребителей ""АВАНГАРД""",Иные некоммерческие организации,21,78,Санкт-Петербург,grants
2013,1,"Благотворительный фонд ""Будущее Оренбуржья""",Некоммерческий фонд,6,56,Оренбургская область,grants
2014,0.9,"Благотворительный фонд ""Будущее Оренбуржья""",Некоммерческий фонд,6,56,Оренбургская область,grants
2014,1.9,Автономная некоммерческая организация Народный университет,Автономная некоммерческая организация,4,02,Республика Башкортостан,grants
2014,1.9,"Региональная Самарская ассоциация ""Товариществ собственников жилья и жилищно-строительных кооперативов""","Объединения (союз, ассоциация) юридических лиц",10,63,Самарская область,grants
2013,1.9,"Благотворительный фонд помощи пожилым людям ""Связь Поколений""",Некоммерческий фонд,6,77,Москва,grants
2016,1.2,"Автономная некоммерческая организация дополнительного профессионального образования ""Центр профессиональной подготовки""",Автономная некоммерческая организация,4,13,Республика Мордовия,grants
2013,1,"Новосибирская региональная общественная организация Общероссийской общественной организации - Общество ""Знание"" России",Общественная организация,1,54,Новосибирская область,grants
2014,1.87,"Свердловская областная общественная организация ""Правовая основа""",Общественная организация,1,66,Свердловская область,grants
2014,1.867227,"Некоммерческое партнерство ""Новые социальные технологии""",Некоммерческое партнерство,5,52,Нижегородская область,grants
2016,0.8,"Региональная детско-подростковая и молодежная общественная организация ""Водолей""",Общественная организация,1,77,Москва,grants
2013,0.98854,"Псковское областное отделение Общероссийского общественного благотворительного фонда ""Российский детский фонд""",Общественный фонд,11,60,Псковская область,grants
2014,0.8676,"Псковское областное отделение Общероссийского общественного благотворительного фонда ""Российский детский фонд""",Общественный фонд,11,60,Псковская область,grants
2016,1.8,"Ангарская городская организация Иркутской областной организации общероссийской общественной организации ""Всероссийское общество инвалидов""",Общественная организация,1,38,Иркутская область,grants
2014,1.854398,"Некоммерческое партнерство развития интеллектуальных способностей граждан ""Профотбор""",Некоммерческое партнерство,5,77,Москва,grants
2016,1.85052,"Региональная общественная организация содействия соблюдению прав человека ""Горячая линия""",Общественная организация,1,77,Москва,grants
2015,1.848505,"Санкт-Петербургская общественная организация по гармоничному развитию семьи и личности ""Центр ""РАДОМИРА""",Общественная организация,1,78,Санкт-Петербург,grants
2016,1.840902,Православная религиозная организация Симбирская Епархия Русской Православной Церкви (Московский Патриархат),Религиозная организация,3,00,Министерство юстиции,grants
2016,1.84,"Фонд содействия развитию гражданских инициатив Пряжинского района ""Мельница""",Некоммерческий фонд,6,10,Республика Карелия,grants
2014,0.2,"Автономная некоммерческая организация ""Проект развития юношества в области культуры и спорта ""Серебряная звезда""",Автономная некоммерческая организация,4,77,Москва,grants
2016,1.6,"Автономная некоммерческая организация дополнительного профессионального образования ""Институт Безопасности Бизнеса""",Автономная некоммерческая организация,4,44,Костромская область,grants
2016,1.8,"Автономная некоммерческая организация Учебно-консультативный центр ""Просперис""",Автономная некоммерческая организация,4,37,Ивановская область,grants
2016,1.8,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ПРОСВЕТИТЕЛЬСКИЙ ЦЕНТР В СФЕРЕ ОБРАЗОВАНИЯ , КУЛЬТУРЫ И ЛИТЕРАТУРЫ ""НАДЕЖДА""",Автономная некоммерческая организация,4,77,Москва,grants
2014,1.8,"Некоммерческий фонд ""Евразийская Сеть Политических Исследований""",Некоммерческий фонд,6,66,Свердловская область,grants
2013,1.8,"Автономная некоммерческая организация ""Сибирский пресс-клуб""",Автономная некоммерческая организация,4,55,Омская область,grants
2013,1.8,"Негосударственное образовательное учреждение высшего профессионального образования ""Институт психологии и педагогики""",Учреждение,8,77,Москва,grants
2015,1.8,"Региональная общественная организация по консолидации армянской молодежи для укрепления межнационального единства ""ААММ""",Общественная организация,1,77,Москва,grants
2015,0.78555,"Брянское региональное общественное учреждение ""Русская Фольклорная Академия ""Красная Горка""",Общественное учреждение,19,32,Брянская область,grants
2016,1,"Брянское региональное общественное учреждение ""Русская Фольклорная Академия ""Красная Горка""",Общественное учреждение,19,32,Брянская область,grants
2015,1.785,"Автономная Некоммерческая Организация ""Возрождение Института Семьи и Генофонда Нации""",Автономная некоммерческая организация,4,16,Республика Татарстан (Татарстан),grants
2013,1,"Общероссийская общественная организация ""Национальный гражданский комитет по взаимодействию с правоохранительными, законодательными и судебными органами""",Общественная организация,1,00,Министерство юстиции,grants
2016,0.776554,"Общероссийская общественная организация ""Национальный гражданский комитет по взаимодействию с правоохранительными, законодательными и судебными органами""",Общественная организация,1,00,Министерство юстиции,grants
2013,1.5,"Общероссийская общественная организация ""Российское психологическое общество""",Общественная организация,1,00,Министерство юстиции,grants
2014,0.52104,"Ярославское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,76,Ярославская область,grants
2015,0.783638,"Ярославское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,76,Ярославская область,grants
2016,0.462594,"Ярославское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,76,Ярославская область,grants
2014,1.757612,"Межрегиональная общественная благотворительная организация ""Вера, Надежда, Любовь""",Общественная организация,1,26,Ставропольский край,grants
2016,1.752388,"Региональная общественная организация ""Общественный центр по защите традиционных семейных ценностей ""Иван Чай""",Общественная организация,1,77,Москва,grants
2014,1.75214,"Коми региональная общественная организация ""Комиссия по защите прав человека ""Мемориал""",Общественная организация,1,11,Республика Коми,grants
2016,1.75,Автономная некоммерческая организация по разработке социально-политологических проектов «Центр социально-политологического прогнозирования»,Автономная некоммерческая организация,4,50,Московская область,grants
2016,1.5,Карамзинский фонд поддержки культурно-исторического наследия,Некоммерческий фонд,6,73,Ульяновская область,grants
2015,1.736752,"Региональная общественная организация ""Нижегородское общество прав человека""",Общественная организация,1,52,Нижегородская область,grants
2014,0.5,"Ульяновское региональное отделение общероссийской общественной организации ""Российский Красный Крест""",Общественная организация,1,73,Ульяновская область,grants
2016,1.2,"Ульяновское региональное отделение общероссийской общественной организации ""Российский Красный Крест""",Общественная организация,1,73,Ульяновская область,grants
2016,1.717432,"Самарская региональная общественная организация ""Труженики тыла и ветераны труда""",Общественная организация,1,63,Самарская область,grants
2016,1.5,"Свердловская региональная общественная организация ""Свердловская региональная Федерация тайского бокса""",Общественная организация,1,66,Свердловская область,grants
2014,1.706466,"Автономная некоммерческая организация ""ТРЕНИНГ-ЦЕНТР ""ДЕЛОВАЯ ВОЛГА""",Автономная некоммерческая организация,4,63,Самарская область,grants
2013,1.644945,"Региональная молодежная общественная организация содействия развитию брейк данса и экстремальных видов спорта ""Дикий стиль""",Общественная организация,1,77,Москва,grants
2016,1.7,"Общероссийский союз общественных объединений ""Национальный Парадельфийский комитет России""",Союз (ассоциация) общественных объединений,20,00,Министерство юстиции,grants
2013,1.7,"Псковская областная общественная организация ""Независимый социальный женский центр""",Общественная организация,1,60,Псковская область,grants
2013,1.7,Благотворительный фонд социальной помощи и поддержки имени Януша Корчака,Некоммерческий фонд,6,77,Москва,grants
2016,1.7,"Межрегиональная общественная организация ""Экологический клуб""",Общественная организация,1,22,Алтайский край,grants
2014,1.7,"Ассоциация ""Некоммерческое партнерство ""Орловское объединение участников Президентской программы подготовки управленческих кадров для организаций народного хозяйства Российской Федерации""","Объединения (союз, ассоциация) юридических лиц",10,57,Орловская область,grants
2014,0.8,"Межрегиональная общественная организация ""Ассоциация ветеранов, инвалидов и пенсионеров""",Общественная организация,1,78,Санкт-Петербург,grants
2013,1.69344,"Благотворительный Фонд помощи детям-инвалидам ""Наши дети""",Некоммерческий фонд,6,62,Рязанская область,grants
2013,1.568,"Сыктывкарская молодежная общественная организация ""Живая педагогика""",Общественная организация,1,11,Республика Коми,grants
2015,1.686174,"Смоленская региональная общественная организация общество защиты прав потребителей ""СМОЛЕНСКИЙ ЦЕНТР ПРАВА И СОЦИОЛОГИИ""",Общественная организация,1,67,Смоленская область,grants
2013,0.385538,"Общественная организация ""Мордовский республиканский правозащитный центр""",Общественная организация,1,13,Республика Мордовия,grants
2015,0.57,"Общественная организация ""Мордовский республиканский правозащитный центр""",Общественная организация,1,13,Республика Мордовия,grants
2016,0.726767,"Общественная организация ""Мордовский республиканский правозащитный центр""",Общественная организация,1,13,Республика Мордовия,grants
2015,1.659505,"Республиканская детско-молодежная общественная организация ""Союз туристов Удмуртии. Федерация спортивного туризма""",Общественная организация,1,18,Удмуртская Республика,grants
2013,0.830861,"Городская некоммерческая общественная организация ""Ассоциация родителей детей-инвалидов"" г. Сарапула Удмуртской Республики",Общественная организация,1,18,Удмуртская Республика,grants
2015,0.825266,"Городская некоммерческая общественная организация ""Ассоциация родителей детей-инвалидов"" г. Сарапула Удмуртской Республики",Общественная организация,1,18,Удмуртская Республика,grants
2015,1.6514,"Региональная общественная организация ""Московский городской совет женщин""",Общественная организация,1,77,Москва,grants
2013,1.401356,"Вологодская региональная общественная организация молодых инвалидов ""Ареопаг""",Общественная организация,1,35,Вологодская область,grants
2013,1.65,"Региональная общественная организация ""Взгляд в будущее""",Общественная организация,1,78,Санкт-Петербург,grants
2014,1.65,"Межрегиональная общественная организация ""Национальная молодежная лига здравоохранения""",Общественная организация,1,77,Москва,grants
2015,0.8,"Автономная некоммерческая организация ""Социальная экспертиза""",Автономная некоммерческая организация,4,03,Республика Бурятия,grants
2014,1.2,"Автономная некоммерческая организация ""Социальный Центр ""Развитие""",Автономная некоммерческая организация,4,77,Москва,grants
2013,0.6584,"Томская региональная общественная организация общества ""Знание"" России",Общественная организация,1,70,Томская область,grants
2014,0.79132,"Чувашская Республиканская общественная организация ""Общее дело""",Общественная организация,1,21,Чувашская Республика,grants
2015,0.8358,"Чувашская Республиканская общественная организация ""Общее дело""",Общественная организация,1,21,Чувашская Республика,grants
2016,0.59985,"Амурское региональное детское общественное движение ""Юный Амурчанин""",Общественное движение,13,28,Амурская область,grants
2013,1.12845,"Коми региональный некоммерческий детский благотворительный фонд ""Сила Добра""",Некоммерческий фонд,6,11,Республика Коми,grants
2015,0.497376,"Коми региональный некоммерческий детский благотворительный фонд ""Сила Добра""",Некоммерческий фонд,6,11,Республика Коми,grants
2015,0.682,"Автономная некоммерческая образовательная организация ""Центр профессиональной подготовки ""Знание""",Автономная некоммерческая организация,4,11,Республика Коми,grants
2013,1.616334,"Калмыцкая общественная организация ""Центр развития современной ойратской культуры ""Тенгрин уйдл"" (Млечный путь)",Общественная организация,1,08,Республика Калмыкия,grants
2013,0.7,"Карельская региональная общественная организация ""Общество солдатских матерей""",Общественная организация,1,10,Республика Карелия,grants
2015,0.9144,"Карельская региональная общественная организация ""Общество солдатских матерей""",Общественная организация,1,10,Республика Карелия,grants
2016,1.613918,"автономная некоммерческая организация ""Центр экспертно-правовой помощи и разрешения конфликтов""",Автономная некоммерческая организация,4,53,Новгородская область,grants
2013,0.524662,"Саратовское региональное отделение общероссийской общественной организации ""Союз журналистов России""",Общественная организация,1,64,Саратовская область,grants
2014,1.607212,"Автономная некоммерческая организация ""Ассоциация инновационных предприятий нано-био-инфо-когно-социо технологий""",Автономная некоммерческая организация,4,39,Калининградская область,grants
2014,1.6,"Автономная некоммерческая организация ""Национальный Институт системных исследований проблем гражданского общества""",Автономная некоммерческая организация,4,77,Москва,grants
2013,1.6,"Калужская региональная организация Общероссийской общественной организации инвалидов войны в Афганистане и военной травмы - ""Инвалиды войны""",Общественная организация,1,40,Калужская область,grants
2013,1.6,"Амурская региональная правозащитная общественная организация ""Союз старших домов""",Общественная организация,1,28,Амурская область,grants
2013,1.6,"Общественная организация ""Федеральная национально-культурная автономия ""Украинцы России""",Национально-культурная автономия,18,00,Министерство юстиции,grants
2013,0.6,"Ярославская региональная военно-патриотическая детско-молодежная общественная организация ""Центр Патриот""",Общественная организация,1,76,Ярославская область,grants
2015,1,"Ярославская региональная военно-патриотическая детско-молодежная общественная организация ""Центр Патриот""",Общественная организация,1,76,Ярославская область,grants
2014,1.6,"Благотворительный фонд социальной поддержки и защиты граждан ""Дорога в жизнь""",Некоммерческий фонд,6,77,Москва,grants
2014,1.6,Владимирское областное территориальное объединение СОЦПРОФ,Профессиональный союз,2,33,Владимирская область,grants
2013,1,"Владимирское региональное отделение Общероссийской общественной организации ""Союз пенсионеров России""",Общественная организация,1,33,Владимирская область,grants
2015,0.6,"Владимирское региональное отделение Общероссийской общественной организации ""Союз пенсионеров России""",Общественная организация,1,33,Владимирская область,grants
2015,1.3,"Алтайский краевой общественный фонд ""Молодежный фонд Алтая""",Общественный фонд,11,22,Алтайский край,grants
2016,1.596057,"Карельская региональная общественная организация ""Общество ""Знание"" РК""",Общественная организация,1,10,Республика Карелия,grants
2015,1.1,"Свердловская областная общественная организация инвалидов ""Дело на благо""",Общественная организация,1,66,Свердловская область,grants
2015,0.58544,"Вологодская региональная общественная организация ""Вологодское объединение поисковиков""",Общественная организация,1,35,Вологодская область,grants
2016,1,"Вологодская региональная общественная организация ""Вологодское объединение поисковиков""",Общественная организация,1,35,Вологодская область,grants
2014,1.567486,"Воронежское региональное отделение Общероссийской общественной организации ""Совет общественных наблюдательных комиссий""",Общественная организация,1,36,Воронежская область,grants
2015,1.553086,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЛАБОРАТОРИЯ СОЦИАЛЬНЫХ ПРОГРАММ""",Автономная некоммерческая организация,4,50,Московская область,grants
2014,0.55,"Карачаево-Черкесская региональная общественная организация ""Сводный поисковый отряд ""Подвиг""",Общественная организация,1,09,Карачаево-Черкесская Республика,grants
2016,1,"Карачаево-Черкесская региональная общественная организация ""Сводный поисковый отряд ""Подвиг""",Общественная организация,1,09,Карачаево-Черкесская Республика,grants
2013,0.302278,"Новосибирская городская общественная организация молодежи ""МОЛОДЕЖНЫЙ ПРОЕКТ""",Общественная организация,1,54,Новосибирская область,grants
2015,0.561455,"Новосибирская городская общественная организация молодежи ""МОЛОДЕЖНЫЙ ПРОЕКТ""",Общественная организация,1,54,Новосибирская область,grants
2016,1.534308,"Старооскольская местная общественная организация ""Кризисный центр для женщин, попавших в трудную жизненную ситуацию""",Общественная организация,1,31,Белгородская область,grants
2014,0.196,"Челябинская областная общественная организация Общероссийской общественной организации ""Всероссийское общество инвалидов""",Общественная организация,1,74,Челябинская область,grants
2013,1.2,"Частное  учреждение поддержки социально незащищенных групп населения ""Центр семьи и детства ""Лотос""",Учреждение,8,02,Республика Башкортостан,grants
2013,0.792555,"Приморская региональная общественная организация ""Общество помощи детям""",Общественная организация,1,25,Приморский край,grants
2014,0.72,"Приморская региональная общественная организация ""Общество помощи детям""",Общественная организация,1,25,Приморский край,grants
2015,1.5,"Фонд поддержки одаренных детей ""Знание""",Некоммерческий фонд,6,16,Республика Татарстан (Татарстан),grants
2014,1.5,"Автономная некоммерческая организация ""Центр коренных народов Ленинградской области""",Автономная некоммерческая организация,4,47,Ленинградская область,grants
2014,1.5,"Общественная организация федерация карате ""Шотокан"" г.Казани",Общественная организация,1,16,Республика Татарстан (Татарстан),grants
2016,1.5,"Частное учреждение общеобразовательная организация школа ""Мои Горизонты""",Учреждение,8,92,Севастополь,grants
2016,1.5,"Саратовская региональная молодежная общественная организация ""Синегория""",Общественная организация,1,64,Саратовская область,grants
2014,1.5,"Некоммерческая организация Благотворительный Фонд ""Надежда и жизнь""",Некоммерческий фонд,6,38,Иркутская область,grants
2015,1.5,"Костромская региональная общественная организация ""Федерация современного пятиборья""",Общественная организация,1,44,Костромская область,grants
2016,1.5,"Автономная некоммерческая организация ""Центр медиации Уральской торгово-промышленной палаты""",Автономная некоммерческая организация,4,66,Свердловская область,grants
2016,1.5,"Автономная некоммерческая организация ""Клуб Маркет""",Автономная некоммерческая организация,4,50,Московская область,grants
2016,1.5,"Культурно-просветительская автономная некоммерческая организация ""Народный телеуниверситет""",Автономная некоммерческая организация,4,77,Москва,grants
2016,1.5,"Оренбургская областная общественная организация ""Союз боевых единоборств""",Общественная организация,1,56,Оренбургская область,grants
2016,1.5,"Автономная некоммерческая организация ""Центр содействия защите прав трудовых мигрантов и переселенцев ""Правозащитник""",Автономная некоммерческая организация,4,77,Москва,grants
2016,1.5,"Смоленское областное отделение Международного общественного фонда ""Российский фонд мира""",Общественный фонд,11,67,Смоленская область,grants
2014,1.5,"Некоммерческая организация ""Фонд сохранения культурного наследия""",Некоммерческий фонд,6,77,Москва,grants
2014,1.5,Общественная организация предпринимателей Юго-Западных районов Брянской области,Общественная организация,1,32,Брянская область,grants
2013,1.5,"Некоммерческое партнерство  ""Клуб авиастроителей""",Некоммерческое партнерство,5,77,Москва,grants
2013,1.5,"Кабардино-Балкарская общественная организация содействия консолидации общественности в области борьбы с терроризмом и экстремизмом ""Мир дому твоему""",Общественная организация,1,07,Кабардино-Балкарская Республика,grants
2013,1.5,"Межрегиональная Общественная организация по борьбе с сахарным диабетом ""ДиалайфСибирь""",Общественная организация,1,54,Новосибирская область,grants
2013,1.5,"Региональная общественная физкультурно-спортивная организация бокинга Саратовской области ""Земля-Воздух""",Общественная организация,1,64,Саратовская область,grants
2013,1.5,"Некоммерческое партнерство деятелей науки и культуры ""Межрегиональный гуманитарный научный комитет им. К.П. Победоносцева""",Некоммерческое партнерство,5,69,Тверская область,grants
2013,1.5,"Региональное общественное учреждение научно-информационный центр ""МЕМОРИАЛ""",Общественное учреждение,19,78,Санкт-Петербург,grants
2013,1.5,"Автономная некоммерческая организация дополнительного образования и социального обслуживания ""Новые перспективы""",Автономная некоммерческая организация,4,78,Санкт-Петербург,grants
2013,1.5,"Благотворительный фонд поддержки и защиты малообеспеченных граждан ""Лотос"" Республики Калмыкия",Некоммерческий фонд,6,08,Республика Калмыкия,grants
2013,1.5,"Общероссийская общественная организация ""РОДИНА-Конгресс Русских Общин""",Общественная организация,1,00,Министерство юстиции,grants
2013,1.5,"Некоммерческий Фонд содействия сохранению и развитию культурного, научного, духовного и природного наследия Евразии",Некоммерческий фонд,6,77,Москва,grants
2013,1,"Камчатское краевое отделение Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов",Общественная организация,1,41,Камчатский край,grants
2014,0.5,"Камчатское краевое отделение Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов",Общественная организация,1,41,Камчатский край,grants
2013,1.5,"Московская областная общественная организация ""Ассоциация ""Лермонтовское наследие""",Общественная организация,1,50,Московская область,grants
2016,1.5,"Воронежское региональное отделение Общероссийского общественного движения ""В поддержку армии, оборонной промышленности и военной науки""",Общественное движение,13,36,Воронежская область,grants
2016,1.5,"Местная Палехская районная молодежная общественная организация содействия молодежных инициатив ""Инициатива""",Общественная организация,1,37,Ивановская область,grants
2016,1.5,"Воскресенское некоммерческое партнерство содействия развитию предпринимательства ""Бизнес Альянс""",Некоммерческое партнерство,5,50,Московская область,grants
2016,1.5,"Региональная общественная организация ""Болгарский культурный центр ""Извор""",Общественная организация,1,91,Республика Крым,grants
2014,1.5,"Ассоциация ""РАЗВИТИЕ РЕГИОНОВ""","Объединения (союз, ассоциация) юридических лиц",10,56,Оренбургская область,grants
2014,1.5,"Региональная общественная организация ""Союз успешных женщин"" Республики Башкортостан",Общественная организация,1,02,Республика Башкортостан,grants
2014,1.5,Профессиональный союз работников Российской академии наук,Профессиональный союз,2,00,Министерство юстиции,grants
2014,1.5,Автономная некоммерческая организация Центр социально-экономических проблем развития регионов,Автономная некоммерческая организация,4,77,Москва,grants
2013,1.5,"Челябинский региональный орган общественной самодеятельности ""Уральская правозащитная группа""",Орган общественной самодеятельности,27,74,Челябинская область,grants
2013,1.5,"Некоммерческое учреждение ""Редакция журнала ""Досье на цензуру""",Учреждение,8,77,Москва,grants
2013,1.5,"Некоммерческое партнерство ""Институт развития прессы - Сибирь""",Некоммерческое партнерство,5,54,Новосибирская область,grants
2013,1.5,"Автономная некоммерческая организация ""Московская школа гражданского просвещения""",Автономная некоммерческая организация,4,77,Москва,grants
2016,1.5,"Волжский общественный благотворительный фонд ""Дети в беде""",Общественный фонд,11,34,Волгоградская область,grants
2016,1.5,"Региональный благотворительный общественный фонд ""Право на детство"" Томской области",Общественный фонд,11,70,Томская область,grants
2016,1.5,"Автономная некоммерческая организация социальных услуг ""Детский развивающий центр ""Колосок""",Автономная некоммерческая организация,4,64,Саратовская область,grants
2016,1.5,"Некоммерческая организация ""Фонд развития боевых искусств Кабардино-Балкарии""",Некоммерческий фонд,6,07,Кабардино-Балкарская Республика,grants
